Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,Pie Flavor,Quantity,,
12212,04/09/2021,Uganda,Apple,4," 3,762 ",15048.00,Whole,Pre-Order,Yes,,,,,
12213,04/09/2021,Zambia,Strawberry Rhubarb,3," 1,178 ",3534.00,Slice,In-Store,Yes,,,,,
12214,25/09/2021,Zimbabwe,Apple,2," 9,964 ",19928.00,Whole,Pre-Order,Yes,,,,,
12215,25/09/2021,Algeria,Apple,4," 1,549 ",6196.00,Slice,Pre-Order,Yes,,,,,
12216,25/09/2021,Angola,Apple,5," 2,224 ",11120.00,Whole,In-Store,Yes,,,,,
12217,25/09/2021,Benin,Strawberry Rhubarb,3," 8,017 ",24051.00,Whole,Pre-Order,Yes,,,,,
12218,25/09/2021,Botswana,Strawberry Rhubarb,3," 3,810 ",11430.00,Slice,Pre-Order,Yes,,,,,
12219,25/09/2021,Burkina Faso,Strawberry Rhubarb,2," 7,401 ",14802.00,Slice,In-Store,Yes,,,,,
12220,25/09/2021,Burundi,Strawberry Rhubarb,4," 3,688 ",14752.00,Slice,In-Store,Yes,,,,,
12221,25/09/2021,Cabo Verde,Strawberry Rhubarb,4," 8,479 ",33916.00,Slice,In-Store,Yes,,,,,
12222,25/09/2021,Cameroon,Strawberry Rhubarb,5," 1,048 ",5240.00,Whole,In-Store,Yes,,,,,
12223,25/09/2021,Central African Republic,Strawberry Rhubarb,2," 8,684 ",17368.00,Slice,In-Store,Yes,,,,,
12224,25/09/2021,Chad,Strawberry Rhubarb,5," 3,941 ",19705.00,Slice,Pre-Order,Yes,,,,,
12225,25/09/2021,Comoros,Strawberry Rhubarb,1," 3,760 ",3760.00,Slice,Pre-Order,Yes,,,,,
12226,24/10/2019,Congo,Apple,4," 1,849 ",7396.00,Whole,Pre-Order,Yes,,,,,
12227,24/10/2019,Côte d'Ivoire,Apple,5," 6,386 ",31930.00,Whole,Pre-Order,Yes,,,,,
12228,24/10/2019,Djibouti,Apple,5," 7,791 ",38955.00,Whole,In-Store,Yes,,,,,
12229,24/10/2019,DR Congo,Apple,4," 1,419 ",5676.00,Whole,In-Store,Yes,,,,,
12230,24/10/2019,Egypt,Apple,2," 5,326 ",10652.00,Whole,Pre-Order,Yes,,,,,
12231,24/10/2019,Equatorial Guinea,Apple,1," 1,792 ",1792.00,Whole,Pre-Order,Yes,,,,,
12232,24/10/2019,Eritrea,Apple,1," 3,405 ",3405.00,Slice,Pre-Order,Yes,,,,,
12233,24/10/2019,Eswatini,Pumpkin,5," 8,873 ",44365.00,Whole,In-Store,Yes,,,,,
12234,24/10/2019,Ethiopia,Pumpkin,4," 6,662 ",26648.00,Slice,Pre-Order,Yes,,,,,
12235,24/10/2019,Gabon,Apple,4," 2,391 ",9564.00,Whole,In-Store,Yes,,,,,
12236,24/10/2019,Gambia,Apple,4," 5,349 ",21396.00,Whole,In-Store,Yes,,,,,
12237,24/10/2019,Ghana,Apple,5," 2,937 ",14685.00,Slice,Pre-Order,Yes,,,,,
12238,24/10/2019,Guinea,Apple,2," 9,410 ",18820.00,Whole,Pre-Order,Yes,,,,,
12239,09/01/2021,Guinea-Bissau,Strawberry Rhubarb,2," 3,219 ",6438.00,Whole,In-Store,Yes,,,,,
12240,09/01/2021,Kenya,Strawberry Rhubarb,1," 2,146 ",2146.00,Slice,In-Store,Yes,,,,,
12241,09/01/2021,Lesotho,Strawberry Rhubarb,2," 8,886 ",17772.00,Slice,In-Store,Yes,,,,,
12242,09/01/2021,Liberia,Strawberry Rhubarb,1," 7,982 ",7982.00,Whole,Pre-Order,Yes,,,,,
12243,09/01/2021,Libya,Strawberry Rhubarb,2," 9,664 ",19328.00,Slice,Pre-Order,Yes,,,,,
12244,09/01/2021,Madagascar,Strawberry Rhubarb,4," 2,811 ",11244.00,Slice,Pre-Order,Yes,,,,,
12245,09/01/2021,Malawi,Strawberry Rhubarb,1," 6,641 ",6641.00,Slice,In-Store,Yes,,,,,
12246,09/01/2021,Mali,Strawberry Rhubarb,2," 8,296 ",16592.00,Whole,Pre-Order,Yes,,,,,
12247,09/01/2021,Mauritania,Strawberry Rhubarb,2," 6,355 ",12710.00,Slice,Pre-Order,Yes,,,,,
12248,09/01/2021,Mauritius,Strawberry Rhubarb,3," 8,341 ",25023.00,Slice,Pre-Order,Yes,,,,,
12249,04/05/2021,Morocco,Strawberry Rhubarb,5," 6,046 ",30230.00,Whole,Pre-Order,Yes,,,,,
12250,04/05/2021,Mozambique,Strawberry Rhubarb,2," 9,760 ",19520.00,Slice,Pre-Order,Yes,,,,,
12251,04/05/2021,Namibia,Apple,1," 3,531 ",3531.00,Slice,Pre-Order,Yes,,,,,
12252,04/05/2021,Niger,Apple,4," 4,822 ",19288.00,Whole,In-Store,Yes,,,,,
12253,04/05/2021,Nigeria,Strawberry Rhubarb,3," 2,857 ",8571.00,Whole,Pre-Order,Yes,,,,,
12254,04/05/2021,Rwanda,Strawberry Rhubarb,2," 6,037 ",12074.00,Slice,Pre-Order,Yes,,,,,
12255,15/02/2020,Sao Tome & Principe,Apple,3," 6,803 ",20409.00,Slice,Pre-Order,Yes,,,,,
12256,15/02/2020,Senegal,Apple,3," 5,594 ",16782.00,Slice,In-Store,Yes,,,,,
12257,15/02/2020,Seychelles,Apple,5," 9,839 ",49195.00,Whole,Pre-Order,Yes,,,,,
12258,15/02/2020,Sierra Leone,Apple,2," 4,824 ",9648.00,Whole,Pre-Order,Yes,,,,,
12259,15/02/2020,Somalia,Apple,4," 8,684 ",34736.00,Slice,In-Store,Yes,,,,,
12260,15/02/2020,South Africa,Apple,2," 5,249 ",10498.00,Whole,Pre-Order,Yes,,,,,
12261,15/02/2020,South Sudan,Apple,5," 4,291 ",21455.00,Slice,In-Store,Yes,,,,,
12262,15/02/2020,Sudan,Apple,2," 7,123 ",14246.00,Slice,Pre-Order,Yes,,,,,
12263,15/02/2020,Tanzania,Apple,3," 1,607 ",4821.00,Slice,In-Store,Yes,,,,,
12264,15/02/2020,Togo,Apple,3," 3,739 ",11217.00,Whole,In-Store,Yes,,,,,
12265,15/02/2020,Tunisia,Apple,1," 5,079 ",5079.00,Whole,Pre-Order,Yes,,,,,
12266,15/07/2020,Uganda,Strawberry Rhubarb,1," 7,991 ",7991.00,Whole,In-Store,Yes,,,,,
12267,15/07/2020,Zambia,Cherry,4," 5,314 ",21256.00,Slice,Pre-Order,Yes,,,,,
12268,15/07/2020,Zimbabwe,Strawberry Rhubarb,3," 9,618 ",28854.00,Whole,In-Store,Yes,,,,,
12269,15/07/2020,Algeria,Cherry,5," 7,527 ",37635.00,Whole,In-Store,Yes,,,,,
12270,18/04/2020,Angola,Fudge,4," 3,502 ",14008.00,Slice,Pre-Order,Yes,,,,,
12271,18/04/2020,Benin,Fudge,2," 6,595 ",13190.00,Slice,Pre-Order,Yes,,,,,
12272,18/04/2020,Botswana,Apple,2," 6,434 ",12868.00,Whole,In-Store,Yes,,,,,
12273,18/04/2020,Burkina Faso,Fudge,4," 4,333 ",17332.00,Whole,Pre-Order,Yes,,,,,
12274,18/04/2020,Burundi,Blueberry,5," 7,477 ",37385.00,Slice,In-Store,Yes,,,,,
12275,18/04/2020,Cabo Verde,Apple,1," 4,076 ",4076.00,Whole,Pre-Order,Yes,,,,,
12276,18/04/2020,Cameroon,Blueberry,3," 2,530 ",7590.00,Whole,In-Store,Yes,,,,,
12277,18/04/2020,Central African Republic,Apple,5," 3,619 ",18095.00,Slice,In-Store,Yes,,,,,
12278,18/04/2020,Chad,Strawberry Rhubarb,4," 9,556 ",38224.00,Whole,Pre-Order,Yes,,,,,
12279,26/06/2020,Comoros,Apple,3," 1,822 ",5466.00,Slice,Pre-Order,Yes,,,,,
12280,26/06/2020,Congo,Strawberry Rhubarb,4," 6,645 ",26580.00,Whole,In-Store,Yes,,,,,
12281,26/06/2020,Côte d'Ivoire,Strawberry Rhubarb,5," 5,010 ",25050.00,Whole,Pre-Order,Yes,,,,,
12282,28/02/2020,Djibouti,Strawberry Rhubarb,1," 4,208 ",4208.00,Whole,Pre-Order,Yes,,,,,
12283,28/02/2020,DR Congo,Other,3," 3,596 ",10788.00,Whole,Pre-Order,Yes,,,,,
12284,28/02/2020,Egypt,Strawberry Rhubarb,1," 7,747 ",7747.00,Slice,In-Store,Yes,,,,,
12285,28/02/2020,Equatorial Guinea,Strawberry Rhubarb,4," 4,160 ",16640.00,Slice,Pre-Order,Yes,,,,,
12286,10/04/2020,Eritrea,Cherry,4," 2,598 ",10392.00,Slice,Pre-Order,Yes,,,,,
12287,10/04/2020,Eswatini,Apple,1," 9,731 ",9731.00,Whole,In-Store,Yes,,,,,
12288,10/04/2020,Ethiopia,Cherry,4," 1,707 ",6828.00,Slice,In-Store,Yes,,,,,
12289,10/04/2020,Gabon,Strawberry Rhubarb,5," 1,723 ",8615.00,Whole,Pre-Order,Yes,,,,,
12290,10/04/2020,Gambia,Apple,2," 1,950 ",3900.00,Whole,In-Store,Yes,,,,,
12291,08/07/2021,Ghana,Pumpkin,2," 5,613 ",11226.00,Slice,In-Store,Yes,,,,,
12292,08/07/2021,Guinea,Fudge,2," 4,181 ",8362.00,Slice,In-Store,Yes,,,,,
12293,08/07/2021,Guinea-Bissau,Fudge,2," 5,164 ",10328.00,Slice,Pre-Order,Yes,,,,,
12294,08/07/2021,Kenya,Pumpkin,1," 5,378 ",5378.00,Whole,Pre-Order,Yes,,,,,
12295,08/07/2021,Lesotho,Pumpkin,2," 4,121 ",8242.00,Slice,In-Store,Yes,,,,,
12296,08/07/2021,Liberia,Pumpkin,5," 4,076 ",20380.00,Slice,In-Store,Yes,,,,,
12297,13/05/2020,Libya,Strawberry Rhubarb,3," 9,582 ",28746.00,Slice,In-Store,Yes,,,,,
12298,13/05/2020,Madagascar,Other,5," 3,435 ",17175.00,Whole,Pre-Order,Yes,,,,,
12299,13/05/2020,Malawi,Strawberry Rhubarb,5," 5,762 ",28810.00,Whole,Pre-Order,Yes,,,,,
12300,13/05/2020,Mali,Strawberry Rhubarb,4," 3,778 ",15112.00,Whole,Pre-Order,Yes,,,,,
12301,13/05/2020,Mauritania,Cherry,1," 3,909 ",3909.00,Slice,Pre-Order,Yes,,,,,
12302,13/05/2020,Mauritius,Strawberry Rhubarb,3," 1,584 ",4752.00,Whole,Pre-Order,Yes,,,,,
12303,13/05/2020,Morocco,Cherry,4," 6,685 ",26740.00,Whole,Pre-Order,Yes,,,,,
12304,13/05/2020,Mozambique,Strawberry Rhubarb,5," 6,697 ",33485.00,Whole,In-Store,Yes,,,,,
12305,13/05/2020,Namibia,Cherry,5," 1,510 ",7550.00,Slice,Pre-Order,Yes,,,,,
12306,13/05/2020,Niger,Cherry,2," 4,626 ",9252.00,Whole,Pre-Order,Yes,,,,,
12307,13/05/2020,Nigeria,Strawberry Rhubarb,3," 4,415 ",13245.00,Whole,Pre-Order,Yes,,,,,
12308,13/05/2020,Rwanda,Cherry,5," 6,869 ",34345.00,Whole,Pre-Order,Yes,,,,,
12309,13/05/2020,Sao Tome & Principe,Cherry,5," 7,810 ",39050.00,Whole,In-Store,Yes,,,,,
12310,13/05/2020,Senegal,Cherry,1," 8,032 ",8032.00,Slice,In-Store,Yes,,,,,
12311,13/05/2020,Seychelles,Strawberry Rhubarb,5," 3,730 ",18650.00,Slice,Pre-Order,Yes,,,,,
12312,13/05/2020,Sierra Leone,Cherry,1," 3,807 ",3807.00,Slice,Pre-Order,Yes,,,,,
12313,29/09/2020,Somalia,Apple,1," 8,480 ",8480.00,Slice,In-Store,Yes,,,,,
12314,29/09/2020,South Africa,Apple,4," 4,882 ",19528.00,Slice,Pre-Order,Yes,,,,,
12315,29/08/2019,South Sudan,Cherry,4," 4,489 ",17956.00,Whole,Pre-Order,Yes,,,,,
12316,29/08/2019,Sudan,Cherry,3," 1,474 ",4422.00,Slice,In-Store,Yes,,,,,
12317,29/08/2019,Tanzania,Apple,5," 7,235 ",36175.00,Slice,In-Store,Yes,,,,,
12318,29/08/2019,Togo,Cherry,2," 2,206 ",4412.00,Whole,Pre-Order,Yes,,,,,
12319,05/12/2019,Tunisia,Apple,5," 6,563 ",32815.00,Whole,In-Store,Yes,,,,,
12320,05/12/2019,Uganda,Pumpkin,4," 6,578 ",26312.00,Whole,Pre-Order,Yes,,,,,
12321,05/12/2019,Zambia,Pumpkin,1," 2,097 ",2097.00,Slice,Pre-Order,Yes,,,,,
12322,05/12/2019,Zimbabwe,Pumpkin,3," 1,208 ",3624.00,Slice,Pre-Order,Yes,,,,,
12323,05/12/2019,Algeria,Pumpkin,4," 6,396 ",25584.00,Slice,Pre-Order,Yes,,,,,
12324,05/12/2019,Angola,Pumpkin,4," 7,761 ",31044.00,Slice,Pre-Order,Yes,,,,,
12325,05/12/2019,Benin,Apple,4," 2,871 ",11484.00,Slice,Pre-Order,Yes,,,,,
12326,05/12/2019,Botswana,Pumpkin,2," 1,410 ",2820.00,Whole,In-Store,Yes,,,,,
12327,05/12/2019,Burkina Faso,Fudge,5," 4,972 ",24860.00,Slice,In-Store,Yes,,,,,
12328,05/12/2019,Burundi,Other,5," 5,530 ",27650.00,Whole,Pre-Order,Yes,,,,,
12329,05/12/2019,Cabo Verde,Pumpkin,3," 7,042 ",21126.00,Slice,In-Store,Yes,,,,,
12330,05/12/2019,Cameroon,Pumpkin,3," 2,100 ",6300.00,Slice,Pre-Order,Yes,,,,,
12331,05/12/2019,Central African Republic,Pumpkin,2," 8,822 ",17644.00,Whole,Pre-Order,Yes,,,,,
12332,05/12/2019,Chad,Pumpkin,1," 3,227 ",3227.00,Slice,In-Store,Yes,,,,,
12333,05/12/2019,Comoros,Pumpkin,1," 9,911 ",9911.00,Slice,In-Store,Yes,,,,,
12334,05/12/2019,Congo,Pumpkin,1," 6,962 ",6962.00,Whole,In-Store,Yes,,,,,
12335,05/12/2019,Côte d'Ivoire,Pumpkin,1," 1,061 ",1061.00,Slice,Pre-Order,Yes,,,,,
12336,11/01/2020,Djibouti,Apple,1," 4,572 ",4572.00,Slice,In-Store,Yes,,,,,
12337,11/01/2020,DR Congo,Blueberry,1," 8,207 ",8207.00,Whole,In-Store,Yes,,,,,
12338,11/01/2020,Egypt,Blueberry,3," 3,033 ",9099.00,Whole,In-Store,Yes,,,,,
12339,11/01/2020,Equatorial Guinea,Blueberry,2," 7,050 ",14100.00,Slice,Pre-Order,Yes,,,,,
12340,11/01/2020,Eritrea,Blueberry,3," 7,586 ",22758.00,Whole,Pre-Order,Yes,,,,,
12341,11/01/2020,Eswatini,Blueberry,4," 4,218 ",16872.00,Whole,In-Store,Yes,,,,,
12342,11/01/2020,Ethiopia,Apple,5," 3,029 ",15145.00,Slice,Pre-Order,Yes,,,,,
12343,11/01/2020,Gabon,Apple,3," 8,655 ",25965.00,Slice,In-Store,Yes,,,,,
12344,11/01/2020,Gambia,Blueberry,3," 4,645 ",13935.00,Whole,In-Store,Yes,,,,,
12345,11/01/2020,Ghana,Other,5," 1,771 ",8855.00,Slice,Pre-Order,Yes,,,,,
12346,11/01/2020,Guinea,Strawberry Rhubarb,2," 2,489 ",4978.00,Whole,In-Store,Yes,,,,,
12347,11/01/2020,Guinea-Bissau,Strawberry Rhubarb,1," 5,260 ",5260.00,Slice,Pre-Order,Yes,,,,,
12348,11/01/2020,Kenya,Strawberry Rhubarb,1," 8,559 ",8559.00,Whole,Pre-Order,Yes,,,,,
12349,11/01/2020,Lesotho,Other,5," 5,601 ",28005.00,Whole,In-Store,Yes,,,,,
12350,11/01/2020,Liberia,Strawberry Rhubarb,1," 8,161 ",8161.00,Slice,Pre-Order,Yes,,,,,
12351,11/01/2020,Libya,Other,5," 2,008 ",10040.00,Slice,Pre-Order,Yes,,,,,
12352,16/04/2020,Madagascar,Apple,5," 1,801 ",9005.00,Whole,In-Store,Yes,,,,,
12353,16/04/2020,Malawi,Apple,4," 2,227 ",8908.00,Slice,Pre-Order,Yes,,,,,
12354,16/04/2020,Mali,Apple,5," 7,431 ",37155.00,Whole,In-Store,Yes,,,,,
12355,16/04/2020,Mauritania,Apple,2," 1,618 ",3236.00,Whole,In-Store,Yes,,,,,
12356,16/04/2020,Mauritius,Apple,4," 1,853 ",7412.00,Whole,In-Store,Yes,,,,,
12357,16/04/2020,Morocco,Apple,2," 9,186 ",18372.00,Whole,In-Store,Yes,,,,,
12358,16/04/2020,Mozambique,Apple,1," 7,554 ",7554.00,Whole,Pre-Order,Yes,,,,,
12359,16/04/2020,Namibia,Apple,1," 7,419 ",7419.00,Whole,In-Store,Yes,,,,,
12360,16/04/2020,Niger,Apple,5," 3,946 ",19730.00,Slice,In-Store,Yes,,,,,
12361,16/04/2020,Nigeria,Apple,5," 6,760 ",33800.00,Slice,In-Store,Yes,,,,,
12362,16/04/2020,Rwanda,Apple,2," 4,290 ",8580.00,Slice,Pre-Order,Yes,,,,,
12363,18/11/2021,Sao Tome & Principe,Pumpkin,1," 9,524 ",9524.00,Whole,In-Store,Yes,,,,,
12364,18/11/2021,Senegal,Pumpkin,2," 7,666 ",15332.00,Whole,Pre-Order,Yes,,,,,
12365,18/11/2021,Seychelles,Pumpkin,3," 9,307 ",27921.00,Whole,Pre-Order,Yes,,,,,
12366,18/11/2021,Sierra Leone,Pumpkin,5," 1,776 ",8880.00,Whole,Pre-Order,Yes,,,,,
12367,18/11/2021,Somalia,Pumpkin,4," 7,297 ",29188.00,Slice,In-Store,Yes,,,,,
12368,18/11/2021,South Africa,Pumpkin,5," 3,666 ",18330.00,Whole,In-Store,Yes,,,,,
12369,14/08/2020,South Sudan,Cherry,1," 9,169 ",9169.00,Slice,In-Store,Yes,,,,,
12370,14/08/2020,Sudan,Strawberry Rhubarb,5," 5,892 ",29460.00,Slice,In-Store,Yes,,,,,
12371,14/08/2020,Tanzania,Cherry,2," 9,831 ",19662.00,Whole,Pre-Order,Yes,,,,,
12372,14/08/2020,Togo,Cherry,3," 4,440 ",13320.00,Slice,In-Store,Yes,,,,,
12373,14/08/2020,Tunisia,Strawberry Rhubarb,3," 3,065 ",9195.00,Slice,In-Store,Yes,,,,,
12374,14/08/2020,Uganda,Cherry,3," 8,246 ",24738.00,Whole,Pre-Order,Yes,,,,,
12375,14/08/2020,Zambia,Cherry,1," 8,469 ",8469.00,Slice,In-Store,Yes,,,,,
12376,14/08/2020,Zimbabwe,Cherry,1," 5,718 ",5718.00,Whole,In-Store,Yes,,,,,
12377,14/08/2020,Algeria,Strawberry Rhubarb,1," 2,003 ",2003.00,Slice,Pre-Order,Yes,,,,,
12378,14/08/2020,Angola,Cherry,3," 7,932 ",23796.00,Slice,In-Store,Yes,,,,,
12379,14/08/2020,Benin,Strawberry Rhubarb,5," 9,985 ",49925.00,Whole,Pre-Order,Yes,,,,,
12380,14/08/2020,Botswana,Cherry,2," 2,493 ",4986.00,Slice,Pre-Order,Yes,,,,,
12381,14/08/2020,Burkina Faso,Cherry,4," 6,442 ",25768.00,Whole,In-Store,Yes,,,,,
12382,14/08/2020,Burundi,Apple,3," 2,986 ",8958.00,Slice,Pre-Order,Yes,,,,,
12383,23/12/2020,Cabo Verde,Pumpkin,1," 6,609 ",6609.00,Slice,In-Store,Yes,,,,,
12384,23/12/2020,Cameroon,Pumpkin,4," 3,605 ",14420.00,Slice,Pre-Order,Yes,,,,,
12385,23/12/2020,Central African Republic,Pumpkin,1," 1,795 ",1795.00,Whole,Pre-Order,Yes,,,,,
12386,23/12/2020,Chad,Pumpkin,3," 7,842 ",23526.00,Slice,In-Store,Yes,,,,,
12387,23/12/2020,Comoros,Pumpkin,5," 4,673 ",23365.00,Whole,Pre-Order,Yes,,,,,
12388,23/12/2020,Congo,Fudge,4," 1,767 ",7068.00,Slice,In-Store,Yes,,,,,
12389,23/12/2020,Côte d'Ivoire,Cherry,5," 6,291 ",31455.00,Slice,Pre-Order,Yes,,,,,
12390,23/12/2020,Djibouti,Cherry,1," 7,295 ",7295.00,Whole,Pre-Order,Yes,,,,,
12391,23/12/2020,DR Congo,Pumpkin,1," 6,501 ",6501.00,Whole,Pre-Order,Yes,,,,,
12392,23/12/2020,Egypt,Cherry,5," 9,241 ",46205.00,Slice,In-Store,Yes,,,,,
12393,23/12/2020,Equatorial Guinea,Cherry,2," 7,401 ",14802.00,Whole,Pre-Order,Yes,,,,,
12394,23/01/2021,Eritrea,Apple,1," 6,285 ",6285.00,Slice,Pre-Order,Yes,,,,,
12395,23/01/2021,Eswatini,Blueberry,5," 6,778 ",33890.00,Whole,Pre-Order,Yes,,,,,
12396,23/01/2021,Ethiopia,Other,1," 9,649 ",9649.00,Whole,Pre-Order,Yes,,,,,
12397,23/01/2021,Gabon,Strawberry Rhubarb,4," 1,144 ",4576.00,Whole,Pre-Order,Yes,,,,,
12398,23/01/2021,Gambia,Strawberry Rhubarb,3," 1,011 ",3033.00,Whole,Pre-Order,Yes,,,,,
12399,23/01/2021,Ghana,Strawberry Rhubarb,1," 7,191 ",7191.00,Slice,In-Store,Yes,,,,,
12400,23/01/2021,Guinea,Other,5," 9,418 ",47090.00,Whole,In-Store,Yes,,,,,
12401,23/01/2021,Guinea-Bissau,Strawberry Rhubarb,2," 7,565 ",15130.00,Slice,In-Store,Yes,,,,,
12402,23/01/2021,Kenya,Other,2," 5,477 ",10954.00,Slice,Pre-Order,Yes,,,,,
12403,23/01/2021,Lesotho,Strawberry Rhubarb,3," 9,397 ",28191.00,Whole,Pre-Order,Yes,,,,,
12404,23/01/2021,Liberia,Strawberry Rhubarb,1," 6,858 ",6858.00,Slice,In-Store,Yes,,,,,
12405,23/01/2021,Libya,Cherry,2," 3,951 ",7902.00,Whole,In-Store,Yes,,,,,
12406,23/01/2021,Madagascar,Strawberry Rhubarb,2," 2,613 ",5226.00,Whole,Pre-Order,Yes,,,,,
12407,26/03/2021,Malawi,Apple,5," 2,439 ",12195.00,Whole,In-Store,Yes,,,,,
12408,26/03/2021,Mali,Cherry,4," 9,169 ",36676.00,Whole,In-Store,Yes,,,,,
12409,26/03/2021,Mauritania,Strawberry Rhubarb,1," 9,232 ",9232.00,Slice,Pre-Order,Yes,,,,,
12410,26/03/2021,Mauritius,Apple,4," 2,056 ",8224.00,Whole,Pre-Order,Yes,,,,,
12411,26/03/2021,Morocco,Apple,1," 4,883 ",4883.00,Slice,In-Store,Yes,,,,,
12412,26/03/2021,Mozambique,Apple,4," 9,250 ",37000.00,Whole,In-Store,Yes,,,,,
12413,26/03/2021,Namibia,Apple,4," 4,628 ",18512.00,Slice,In-Store,Yes,,,,,
12414,26/03/2021,Niger,Apple,3," 3,781 ",11343.00,Whole,In-Store,Yes,,,,,
12415,26/03/2021,Nigeria,Apple,3," 9,470 ",28410.00,Whole,Pre-Order,Yes,,,,,
12416,26/03/2021,Rwanda,Apple,4," 3,665 ",14660.00,Slice,In-Store,Yes,,,,,
12417,26/03/2021,Sao Tome & Principe,Apple,4," 4,324 ",17296.00,Whole,Pre-Order,Yes,,,,,
12418,26/03/2021,Senegal,Apple,1," 7,989 ",7989.00,Whole,Pre-Order,Yes,,,,,
12419,26/03/2021,Seychelles,Apple,5," 3,616 ",18080.00,Slice,Pre-Order,Yes,,,,,
12420,26/03/2021,Sierra Leone,Apple,2," 8,432 ",16864.00,Whole,In-Store,Yes,,,,,
12421,26/03/2021,Somalia,Apple,5," 2,315 ",11575.00,Slice,Pre-Order,Yes,,,,,
12422,26/03/2021,South Africa,Apple,5," 7,198 ",35990.00,Whole,Pre-Order,Yes,,,,,
12423,26/03/2021,South Sudan,Apple,4," 7,753 ",31012.00,Slice,Pre-Order,Yes,,,,,
12424,24/04/2021,Sudan,Cherry,5," 5,079 ",25395.00,Whole,In-Store,Yes,,,,,
12425,24/04/2021,Tanzania,Strawberry Rhubarb,3," 7,693 ",23079.00,Slice,In-Store,Yes,,,,,
12426,24/04/2021,Togo,Cherry,4," 6,832 ",27328.00,Whole,In-Store,Yes,,,,,
12427,15/05/2021,Tunisia,Cherry,5," 9,166 ",45830.00,Whole,Pre-Order,Yes,,,,,
12428,15/05/2021,Uganda,Cherry,1," 6,475 ",6475.00,Whole,Pre-Order,Yes,,,,,
12429,15/05/2021,Zambia,Apple,5," 1,163 ",5815.00,Slice,In-Store,Yes,,,,,
12430,15/05/2021,Zimbabwe,Apple,5," 8,577 ",42885.00,Slice,Pre-Order,Yes,,,,,
12431,15/05/2021,Algeria,Apple,3," 2,190 ",6570.00,Whole,In-Store,Yes,,,,,
12432,15/05/2021,Angola,Apple,4," 7,951 ",31804.00,Slice,Pre-Order,Yes,,,,,
12433,15/05/2021,Benin,Cherry,1," 2,366 ",2366.00,Whole,Pre-Order,Yes,,,,,
12434,15/05/2021,Botswana,Cherry,5," 9,249 ",46245.00,Slice,In-Store,Yes,,,,,
12435,15/05/2021,Burkina Faso,Strawberry Rhubarb,4," 7,427 ",29708.00,Whole,Pre-Order,Yes,,,,,
12436,15/05/2021,Burundi,Strawberry Rhubarb,5," 9,692 ",48460.00,Slice,In-Store,Yes,,,,,
12437,24/06/2021,Cabo Verde,Strawberry Rhubarb,1," 5,520 ",5520.00,Slice,In-Store,Yes,,,,,
12438,24/06/2021,Cameroon,Strawberry Rhubarb,4," 6,581 ",26324.00,Slice,Pre-Order,Yes,,,,,
12439,24/06/2021,Central African Republic,Apple,1," 1,953 ",1953.00,Whole,In-Store,Yes,,,,,
12440,24/06/2021,Chad,Strawberry Rhubarb,2," 5,493 ",10986.00,Slice,In-Store,Yes,,,,,
12441,24/06/2021,Comoros,Strawberry Rhubarb,3," 3,341 ",10023.00,Whole,Pre-Order,Yes,,,,,
12442,28/06/2021,Congo,Cherry,5," 4,278 ",21390.00,Slice,In-Store,Yes,,,,,
12443,28/06/2021,Côte d'Ivoire,Cherry,5," 5,148 ",25740.00,Slice,Pre-Order,Yes,,,,,
12444,28/06/2021,Djibouti,Strawberry Rhubarb,1," 1,531 ",1531.00,Whole,In-Store,Yes,,,,,
12445,28/06/2021,DR Congo,Cherry,4," 9,279 ",37116.00,Whole,In-Store,Yes,,,,,
12446,28/06/2021,Egypt,Cherry,4," 5,730 ",22920.00,Whole,In-Store,Yes,,,,,
12447,28/06/2021,Equatorial Guinea,Strawberry Rhubarb,1," 4,192 ",4192.00,Slice,In-Store,Yes,,,,,
12448,28/06/2021,Eritrea,Strawberry Rhubarb,1," 7,690 ",7690.00,Slice,In-Store,Yes,,,,,
12449,28/06/2021,Eswatini,Strawberry Rhubarb,4," 6,582 ",26328.00,Whole,In-Store,Yes,,,,,
12450,28/06/2021,Ethiopia,Strawberry Rhubarb,1," 1,008 ",1008.00,Whole,Pre-Order,Yes,,,,,
12451,28/06/2021,Gabon,Cherry,4," 6,677 ",26708.00,Whole,In-Store,Yes,,,,,
12452,28/06/2021,Gambia,Other,3," 7,723 ",23169.00,Whole,Pre-Order,Yes,,,,,
12453,28/06/2021,Ghana,Strawberry Rhubarb,4," 5,380 ",21520.00,Slice,Pre-Order,Yes,,,,,
12454,23/07/2021,Guinea,Cherry,5," 6,835 ",34175.00,Slice,Pre-Order,Yes,,,,,
12455,23/07/2021,Guinea-Bissau,Apple,1," 3,664 ",3664.00,Slice,In-Store,Yes,,,,,
12456,23/07/2021,Kenya,Cherry,2," 1,090 ",2180.00,Slice,In-Store,Yes,,,,,
12457,23/07/2021,Lesotho,Apple,5," 3,354 ",16770.00,Whole,In-Store,Yes,,,,,
12458,23/07/2021,Liberia,Strawberry Rhubarb,1," 2,271 ",2271.00,Whole,In-Store,Yes,,,,,
12459,23/07/2021,Libya,Cherry,4," 6,957 ",27828.00,Slice,In-Store,Yes,,,,,
12460,23/07/2021,Madagascar,Apple,5," 4,358 ",21790.00,Whole,In-Store,Yes,,,,,
