Order NO,Order Date,Countries,Pie Flavor,Quantity,Price,Amount Sold,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?,,,,,,,,,,,,,Pie Flavor,Quantity,,
12161,44275,Algeria,Pumpkin,4,1499,5996,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12162,44275,Angola,Fudge,2,6481,12962,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12163,44275,Benin,Fudge,3,1084,3252,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12164,44275,Botswana,Fudge,1,2325,2325,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12165,44275,Burkina Faso,Fudge,4,8924,35696,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12166,44275,Burundi,Apple,4,5561,22244,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12167,44275,Cabo Verde,Apple,3,4230,12690,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12168,44275,Cameroon,Fudge,3,2841,8523,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12169,44275,Central African Republic,Fudge,4,2542,10168,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12170,44275,Chad,Fudge,4,9495,37980,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12171,44275,Comoros,Fudge,4,3597,14388,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12172,44275,Congo,Fudge,2,3450,6900,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12173,43956,Côte d'Ivoire,Apple,1,8840,8840,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12174,43956,Djibouti,Fudge,4,2538,10152,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12175,43956,DR Congo,Fudge,3,7836,23508,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12176,44015,Egypt,Apple,5,1925,9625,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12177,44015,Equatorial Guinea,Cherry,1,7600,7600,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12178,44015,Eritrea,Strawberry Rhubarb,4,9383,37532,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12179,44015,Eswatini,Apple,1,9906,9906,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12180,44015,Ethiopia,Apple,3,3958,11874,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12181,44015,Gabon,Apple,2,2086,4172,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12182,44015,Gambia,Apple,1,2562,2562,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12183,44015,Ghana,Apple,3,2493,7479,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12184,44015,Guinea,Apple,3,1274,3822,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12185,44015,Guinea-Bissau,Apple,1,7719,7719,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12186,44118,Kenya,Pumpkin,4,1238,4952,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12187,44118,Lesotho,Pumpkin,5,7428,37140,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12188,44118,Liberia,Fudge,5,3416,17080,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12189,44118,Libya,Fudge,5,8385,41925,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12190,44118,Madagascar,Fudge,3,8339,25017,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12191,44118,Malawi,Fudge,4,7513,30052,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12192,44118,Mali,Apple,5,2998,14990,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12193,44118,Mauritania,Apple,4,9034,36136,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12194,44118,Mauritius,Fudge,3,6226,18678,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12195,44118,Morocco,Fudge,3,4743,14229,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12196,44118,Mozambique,Fudge,1,1125,1125,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12197,44118,Namibia,Fudge,5,4561,22805,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12198,44118,Niger,Fudge,5,9706,48530,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12199,44118,Nigeria,Fudge,5,5945,29725,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12200,44152,Rwanda,Apple,4,1223,4892,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12201,44152,Sao Tome & Principe,Apple,1,7595,7595,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12202,44152,Senegal,Apple,1,2027,2027,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12203,44152,Seychelles,Apple,3,1520,4560,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12204,44152,Sierra Leone,Apple,1,9293,9293,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12205,44443,Somalia,Fudge,5,9757,48785,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12206,44443,South Africa,Fudge,4,2154,8616,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12207,44443,South Sudan,Apple,3,6109,18327,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12208,44443,Sudan,Fudge,3,4080,12240,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12209,44443,Tanzania,Blueberry,2,1833,3666,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12210,44443,Togo,Apple,3,8575,25725,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12211,44443,Tunisia,Blueberry,2,8152,16304,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12212,44443,Uganda,Apple,4,3762,15048,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12213,44443,Zambia,Strawberry Rhubarb,3,1178,3534,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12214,44464,Zimbabwe,Apple,2,9964,19928,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12215,44464,Algeria,Apple,4,1549,6196,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12216,44464,Angola,Apple,5,2224,11120,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12217,44464,Benin,Strawberry Rhubarb,3,8017,24051,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12218,44464,Botswana,Strawberry Rhubarb,3,3810,11430,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12219,44464,Burkina Faso,Strawberry Rhubarb,2,7401,14802,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12220,44464,Burundi,Strawberry Rhubarb,4,3688,14752,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12221,44464,Cabo Verde,Strawberry Rhubarb,4,8479,33916,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12222,44464,Cameroon,Strawberry Rhubarb,5,1048,5240,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12223,44464,Central African Republic,Strawberry Rhubarb,2,8684,17368,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12224,44464,Chad,Strawberry Rhubarb,5,3941,19705,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12225,44464,Comoros,Strawberry Rhubarb,1,3760,3760,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12226,43762,Congo,Apple,4,1849,7396,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12227,43762,Côte d'Ivoire,Apple,5,6386,31930,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12228,43762,Djibouti,Apple,5,7791,38955,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12229,43762,DR Congo,Apple,4,1419,5676,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12230,43762,Egypt,Apple,2,5326,10652,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12231,43762,Equatorial Guinea,Apple,1,1792,1792,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12232,43762,Eritrea,Apple,1,3405,3405,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12233,43762,Eswatini,Pumpkin,5,8873,44365,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12234,43762,Ethiopia,Pumpkin,4,6662,26648,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12235,43762,Gabon,Apple,4,2391,9564,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12236,43762,Gambia,Apple,4,5349,21396,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12237,43762,Ghana,Apple,5,2937,14685,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12238,43762,Guinea,Apple,2,9410,18820,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12239,44205,Guinea-Bissau,Strawberry Rhubarb,2,3219,6438,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12240,44205,Kenya,Strawberry Rhubarb,1,2146,2146,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12241,44205,Lesotho,Strawberry Rhubarb,2,8886,17772,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12242,44205,Liberia,Strawberry Rhubarb,1,7982,7982,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12243,44205,Libya,Strawberry Rhubarb,2,9664,19328,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12244,44205,Madagascar,Strawberry Rhubarb,4,2811,11244,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12245,44205,Malawi,Strawberry Rhubarb,1,6641,6641,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12246,44205,Mali,Strawberry Rhubarb,2,8296,16592,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12247,44205,Mauritania,Strawberry Rhubarb,2,6355,12710,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12248,44205,Mauritius,Strawberry Rhubarb,3,8341,25023,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12249,44320,Morocco,Strawberry Rhubarb,5,6046,30230,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12250,44320,Mozambique,Strawberry Rhubarb,2,9760,19520,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12251,44320,Namibia,Apple,1,3531,3531,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12252,44320,Niger,Apple,4,4822,19288,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12253,44320,Nigeria,Strawberry Rhubarb,3,2857,8571,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12254,44320,Rwanda,Strawberry Rhubarb,2,6037,12074,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12255,43876,Sao Tome & Principe,Apple,3,6803,20409,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12256,43876,Senegal,Apple,3,5594,16782,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12257,43876,Seychelles,Apple,5,9839,49195,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12258,43876,Sierra Leone,Apple,2,4824,9648,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12259,43876,Somalia,Apple,4,8684,34736,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12260,43876,South Africa,Apple,2,5249,10498,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12261,43876,South Sudan,Apple,5,4291,21455,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12262,43876,Sudan,Apple,2,7123,14246,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12263,43876,Tanzania,Apple,3,1607,4821,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12264,43876,Togo,Apple,3,3739,11217,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12265,43876,Tunisia,Apple,1,5079,5079,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12266,44027,Uganda,Strawberry Rhubarb,1,7991,7991,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12267,44027,Zambia,Cherry,4,5314,21256,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12268,44027,Zimbabwe,Strawberry Rhubarb,3,9618,28854,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12269,44027,Algeria,Cherry,5,7527,37635,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12270,43939,Angola,Fudge,4,3502,14008,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12271,43939,Benin,Fudge,2,6595,13190,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12272,43939,Botswana,Apple,2,6434,12868,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12273,43939,Burkina Faso,Fudge,4,4333,17332,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12274,43939,Burundi,Blueberry,5,7477,37385,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12275,43939,Cabo Verde,Apple,1,4076,4076,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12276,43939,Cameroon,Blueberry,3,2530,7590,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12277,43939,Central African Republic,Apple,5,3619,18095,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12278,43939,Chad,Strawberry Rhubarb,4,9556,38224,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12279,44008,Comoros,Apple,3,1822,5466,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12280,44008,Congo,Strawberry Rhubarb,4,6645,26580,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12281,44008,Côte d'Ivoire,Strawberry Rhubarb,5,5010,25050,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12282,43889,Djibouti,Strawberry Rhubarb,1,4208,4208,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12283,43889,DR Congo,Other,3,3596,10788,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12284,43889,Egypt,Strawberry Rhubarb,1,7747,7747,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12285,43889,Equatorial Guinea,Strawberry Rhubarb,4,4160,16640,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12286,43931,Eritrea,Cherry,4,2598,10392,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12287,43931,Eswatini,Apple,1,9731,9731,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12288,43931,Ethiopia,Cherry,4,1707,6828,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12289,43931,Gabon,Strawberry Rhubarb,5,1723,8615,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12290,43931,Gambia,Apple,2,1950,3900,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12291,44385,Ghana,Pumpkin,2,5613,11226,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12292,44385,Guinea,Fudge,2,4181,8362,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12293,44385,Guinea-Bissau,Fudge,2,5164,10328,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12294,44385,Kenya,Pumpkin,1,5378,5378,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12295,44385,Lesotho,Pumpkin,2,4121,8242,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12296,44385,Liberia,Pumpkin,5,4076,20380,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12297,43964,Libya,Strawberry Rhubarb,3,9582,28746,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12298,43964,Madagascar,Other,5,3435,17175,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12299,43964,Malawi,Strawberry Rhubarb,5,5762,28810,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12300,43964,Mali,Strawberry Rhubarb,4,3778,15112,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12301,43964,Mauritania,Cherry,1,3909,3909,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12302,43964,Mauritius,Strawberry Rhubarb,3,1584,4752,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12303,43964,Morocco,Cherry,4,6685,26740,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12304,43964,Mozambique,Strawberry Rhubarb,5,6697,33485,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12305,43964,Namibia,Cherry,5,1510,7550,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12306,43964,Niger,Cherry,2,4626,9252,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12307,43964,Nigeria,Strawberry Rhubarb,3,4415,13245,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12308,43964,Rwanda,Cherry,5,6869,34345,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12309,43964,Sao Tome & Principe,Cherry,5,7810,39050,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12310,43964,Senegal,Cherry,1,8032,8032,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12311,43964,Seychelles,Strawberry Rhubarb,5,3730,18650,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12312,43964,Sierra Leone,Cherry,1,3807,3807,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12313,44103,Somalia,Apple,1,8480,8480,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12314,44103,South Africa,Apple,4,4882,19528,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12315,43706,South Sudan,Cherry,4,4489,17956,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12316,43706,Sudan,Cherry,3,1474,4422,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12317,43706,Tanzania,Apple,5,7235,36175,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12318,43706,Togo,Cherry,2,2206,4412,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12319,43804,Tunisia,Apple,5,6563,32815,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12320,43804,Uganda,Pumpkin,4,6578,26312,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12321,43804,Zambia,Pumpkin,1,2097,2097,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12322,43804,Zimbabwe,Pumpkin,3,1208,3624,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12323,43804,Algeria,Pumpkin,4,6396,25584,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12324,43804,Angola,Pumpkin,4,7761,31044,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12325,43804,Benin,Apple,4,2871,11484,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12326,43804,Botswana,Pumpkin,2,1410,2820,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12327,43804,Burkina Faso,Fudge,5,4972,24860,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12328,43804,Burundi,Other,5,5530,27650,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12329,43804,Cabo Verde,Pumpkin,3,7042,21126,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12330,43804,Cameroon,Pumpkin,3,2100,6300,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12331,43804,Central African Republic,Pumpkin,2,8822,17644,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12332,43804,Chad,Pumpkin,1,3227,3227,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12333,43804,Comoros,Pumpkin,1,9911,9911,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12334,43804,Congo,Pumpkin,1,6962,6962,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12335,43804,Côte d'Ivoire,Pumpkin,1,1061,1061,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12336,43841,Djibouti,Apple,1,4572,4572,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12337,43841,DR Congo,Blueberry,1,8207,8207,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12338,43841,Egypt,Blueberry,3,3033,9099,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12339,43841,Equatorial Guinea,Blueberry,2,7050,14100,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12340,43841,Eritrea,Blueberry,3,7586,22758,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12341,43841,Eswatini,Blueberry,4,4218,16872,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12342,43841,Ethiopia,Apple,5,3029,15145,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12343,43841,Gabon,Apple,3,8655,25965,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12344,43841,Gambia,Blueberry,3,4645,13935,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12345,43841,Ghana,Other,5,1771,8855,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12346,43841,Guinea,Strawberry Rhubarb,2,2489,4978,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12347,43841,Guinea-Bissau,Strawberry Rhubarb,1,5260,5260,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12348,43841,Kenya,Strawberry Rhubarb,1,8559,8559,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12349,43841,Lesotho,Other,5,5601,28005,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12350,43841,Liberia,Strawberry Rhubarb,1,8161,8161,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12351,43841,Libya,Other,5,2008,10040,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12352,43937,Madagascar,Apple,5,1801,9005,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12353,43937,Malawi,Apple,4,2227,8908,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12354,43937,Mali,Apple,5,7431,37155,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12355,43937,Mauritania,Apple,2,1618,3236,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12356,43937,Mauritius,Apple,4,1853,7412,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12357,43937,Morocco,Apple,2,9186,18372,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12358,43937,Mozambique,Apple,1,7554,7554,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12359,43937,Namibia,Apple,1,7419,7419,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12360,43937,Niger,Apple,5,3946,19730,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12361,43937,Nigeria,Apple,5,6760,33800,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12362,43937,Rwanda,Apple,2,4290,8580,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12363,44518,Sao Tome & Principe,Pumpkin,1,9524,9524,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12364,44518,Senegal,Pumpkin,2,7666,15332,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12365,44518,Seychelles,Pumpkin,3,9307,27921,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12366,44518,Sierra Leone,Pumpkin,5,1776,8880,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12367,44518,Somalia,Pumpkin,4,7297,29188,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12368,44518,South Africa,Pumpkin,5,3666,18330,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12369,44057,South Sudan,Cherry,1,9169,9169,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12370,44057,Sudan,Strawberry Rhubarb,5,5892,29460,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12371,44057,Tanzania,Cherry,2,9831,19662,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12372,44057,Togo,Cherry,3,4440,13320,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12373,44057,Tunisia,Strawberry Rhubarb,3,3065,9195,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12374,44057,Uganda,Cherry,3,8246,24738,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12375,44057,Zambia,Cherry,1,8469,8469,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12376,44057,Zimbabwe,Cherry,1,5718,5718,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12377,44057,Algeria,Strawberry Rhubarb,1,2003,2003,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12378,44057,Angola,Cherry,3,7932,23796,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12379,44057,Benin,Strawberry Rhubarb,5,9985,49925,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12380,44057,Botswana,Cherry,2,2493,4986,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12381,44057,Burkina Faso,Cherry,4,6442,25768,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12382,44057,Burundi,Apple,3,2986,8958,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12383,44188,Cabo Verde,Pumpkin,1,6609,6609,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12384,44188,Cameroon,Pumpkin,4,3605,14420,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12385,44188,Central African Republic,Pumpkin,1,1795,1795,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12386,44188,Chad,Pumpkin,3,7842,23526,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12387,44188,Comoros,Pumpkin,5,4673,23365,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12388,44188,Congo,Fudge,4,1767,7068,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12389,44188,Côte d'Ivoire,Cherry,5,6291,31455,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12390,44188,Djibouti,Cherry,1,7295,7295,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12391,44188,DR Congo,Pumpkin,1,6501,6501,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12392,44188,Egypt,Cherry,5,9241,46205,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12393,44188,Equatorial Guinea,Cherry,2,7401,14802,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12394,44219,Eritrea,Apple,1,6285,6285,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12395,44219,Eswatini,Blueberry,5,6778,33890,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12396,44219,Ethiopia,Other,1,9649,9649,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12397,44219,Gabon,Strawberry Rhubarb,4,1144,4576,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12398,44219,Gambia,Strawberry Rhubarb,3,1011,3033,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12399,44219,Ghana,Strawberry Rhubarb,1,7191,7191,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12400,44219,Guinea,Other,5,9418,47090,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12401,44219,Guinea-Bissau,Strawberry Rhubarb,2,7565,15130,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12402,44219,Kenya,Other,2,5477,10954,Slice,Pre-Order,Yes,,,,,,,,,,,,,,,,
12403,44219,Lesotho,Strawberry Rhubarb,3,9397,28191,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
12404,44219,Liberia,Strawberry Rhubarb,1,6858,6858,Slice,In-Store,Yes,,,,,,,,,,,,,,,,
12405,44219,Libya,Cherry,2,3951,7902,Whole,In-Store,Yes,,,,,,,,,,,,,,,,
12406,44219,Madagascar,Strawberry Rhubarb,2,2613,5226,Whole,Pre-Order,Yes,,,,,,,,,,,,,,,,
