S/N,Date,Branch,Pizza Sold,Price,Quantity,Sales Discount,Time,Time Range
4231,2021-07-19,Italy,Meatzaa,2000,3,0.1,16:56:38.400000,After 9:00am
4232,2021-09-03,England,Chicken Bali,2000,2,0.07,09:07:12,After 9:00am
4233,2020-03-11,Germany,Italiano,3000,1,0.03,16:36:28.800000,After 9:00am
4234,2020-01-28,France,Pepperoni Feast,4000,2,0.05,17:41:16.800000,After 9:00am
4235,2021-03-07,England,Extravaganza,2000,5,0.0,17:48:28.800000,After 9:00am
4236,2021-07-13,Spain,Beef Suya,3000,2,0.0,12:41:45.600000,After 9:00am
4237,2021-05-09,Italy,Chicken Legend,2000,2,0.0,08:44:09.600000,After 9:00am
4238,2021-07-04,France,Margarita,4000,5,0.0,17:15:21.600000,After 9:00am
4239,2021-04-24,France,Hot Veggie,4000,3,0.05,10:46:33.600000,After 9:00am
4240,2020-10-09,Italy,Pepperoni Suya,3000,4,0.05,10:22:04.800000,After 9:00am
4241,2021-05-06,England,Hot Veggie,4000,2,0.0,13:46:33.600000,After 9:00am
4242,2021-12-15,Spain,Chicken Feast,2000,2,0.0,12:28:48,After 9:00am
4243,2020-04-04,Italy,Pepperoni Feast,4000,4,0.0,09:44:38.400000,After 9:00am
4244,2021-12-31,Italy,Hot Pepperoni Feast,4000,3,0.05,17:00:57.600000,After 9:00am
4245,2021-02-11,Germany,Extravaganza,2000,4,0.05,14:15:21.600000,After 9:00am
4246,2021-06-26,Spain,Margarita,4000,4,0.05,12:05:45.600000,After 9:00am
4247,2021-12-25,Germany,Extravaganza,2000,5,0.07,08:45:36,After 9:00am
4248,2022-01-07,Germany,Pepperoni Suya,3000,3,0.05,09:36:00,After 9:00am
4249,2021-02-23,France,Margarita,4000,5,0.0,08:34:04.800000,After 9:00am
4250,2020-01-22,Spain,Veggie Supreme,3000,4,0.07,13:53:45.600000,After 9:00am
4251,2021-06-13,Spain,Italiano,3000,2,0.05,08:47:02.400000,After 9:00am
4252,2020-08-22,France,Pepperoni Suya,3000,2,0.03,09:23:02.400000,After 9:00am
4253,2020-01-19,France,Pepperoni Suya,3000,5,0.05,13:39:21.600000,After 9:00am
4254,2021-11-25,Italy,Chicken Suya,4000,2,0.0,09:46:04.800000,After 9:00am
4255,2020-07-23,France,Chicken Feast,2000,4,0.0,08:08:09.600000,After 9:00am
4256,2020-11-26,Germany,Meatzaa,2000,2,0.0,14:39:50.400000,After 9:00am
4257,2022-04-11,Spain,Pepperoni Suya,3000,4,0.0,17:13:55.200000,After 9:00am
4258,2020-08-06,Italy,Hot Veggie,4000,3,0.0,09:14:24,After 9:00am
4259,2020-03-04,England,Chicken Legend,2000,2,0.0,08:08:09.600000,After 9:00am
4260,2021-10-29,England,Pepperoni Feast,4000,3,0.05,12:51:50.400000,After 9:00am
4261,2021-10-08,France,Veggie Supreme,3000,3,0.05,11:52:48,After 9:00am
4262,2020-06-14,France,Hot Veggie,4000,4,0.07,11:09:36,After 9:00am
4263,2020-09-10,France,Chicken Legend,2000,5,0.0,11:13:55.200000,After 9:00am
4264,2020-04-02,Italy,Chicken Legend,2000,5,0.05,11:06:43.200000,After 9:00am
4265,2020-04-03,France,Chicken Suya,4000,2,0.0,13:06:14.400000,After 9:00am
4266,2022-01-22,England,Chicken Bali,2000,4,0.1,12:18:43.200000,After 9:00am
4267,2020-02-13,Italy,Veggie Supreme,3000,1,0.0,09:44:38.400000,After 9:00am
4268,2020-05-30,England,Italiano,3000,5,0.0,08:18:14.400000,After 9:00am
4269,2020-07-12,Germany,Chicken Suya,4000,1,0.0,17:34:04.800000,After 9:00am
4270,2021-10-27,France,Hot Veggie,4000,5,0.0,09:04:19.200000,After 9:00am
4271,2020-10-21,England,Chicken Suya,4000,1,0.1,15:15:50.400000,After 9:00am
4272,2020-08-24,Germany,Hot Pepperoni Feast,4000,2,0.05,12:18:43.200000,After 9:00am
4273,2020-11-29,France,Hot Pepperoni Feast,4000,5,0.1,17:06:43.200000,After 9:00am
4274,2020-10-06,Germany,BBQ Chicken,4000,4,0.05,15:17:16.800000,After 9:00am
4275,2020-08-11,Spain,Hot Pepperoni Feast,4000,3,0.03,12:41:45.600000,After 9:00am
4276,2022-02-19,Spain,Meatzaa,2000,2,0.0,09:44:38.400000,After 9:00am
4277,2020-02-24,Spain,Meatzaa,2000,2,0.03,10:00:28.800000,After 9:00am
4278,2020-12-30,England,Pepperoni Suya,3000,3,0.05,12:28:48,After 9:00am
4279,2020-08-22,France,Hot Pepperoni Feast,4000,1,0.1,13:27:50.400000,After 9:00am
4280,2020-09-26,Germany,Chicken Suya,4000,1,0.07,10:24:57.600000,After 9:00am
4281,2022-01-24,Spain,BBQ Philly Steak,4000,4,0.05,08:54:14.400000,After 9:00am
4282,2020-09-23,Spain,Chicken Bali,2000,3,0.03,10:50:52.800000,After 9:00am
4283,2020-12-19,England,BBQ Chicken,4000,4,0.05,17:49:55.200000,After 9:00am
4284,2021-03-12,England,Margarita,4000,4,0.03,13:49:26.400000,After 9:00am
4285,2022-04-25,Germany,Hot Pepperoni Feast,4000,4,0.1,15:17:16.800000,After 9:00am
4286,2021-04-15,England,Beef Suya,3000,5,0.0,13:14:52.800000,After 9:00am
4287,2020-04-11,England,Chicken Suya,4000,5,0.07,17:15:21.600000,After 9:00am
4288,2021-08-25,France,Pepperoni Suya,3000,3,0.0,12:14:24,After 9:00am
4289,2022-02-12,Italy,Chicken Suya,4000,1,0.05,09:01:26.400000,After 9:00am
4290,2020-07-27,Spain,Chicken Legend,2000,3,0.03,10:36:28.800000,After 9:00am
4291,2022-01-18,France,Pepperoni Feast,4000,5,0.05,16:07:40.800000,After 9:00am
4292,2022-06-18,Spain,Italiano,3000,3,0.05,08:42:43.200000,After 9:00am
4293,2021-08-27,France,BBQ Chicken,4000,5,0.03,15:33:07.200000,After 9:00am
4294,2020-03-04,Italy,Beef Suya,3000,2,0.0,08:13:55.200000,After 9:00am
4295,2020-06-09,Spain,Veggie Supreme,3000,5,0.0,17:55:40.800000,After 9:00am
4296,2020-10-28,England,Chicken Legend,2000,1,0.03,12:56:09.600000,After 9:00am
4297,2022-01-17,France,Chicken Bali,2000,1,0.0,17:00:57.600000,After 9:00am
4298,2022-01-21,France,Veggie Supreme,3000,1,0.07,08:34:04.800000,After 9:00am
4299,2021-12-23,Germany,BBQ Philly Steak,4000,2,0.05,11:47:02.400000,After 9:00am
4300,2021-03-20,England,Veggie Supreme,3000,2,0.05,17:31:12,After 9:00am
4301,2022-06-19,Italy,Margarita,4000,4,0.03,17:51:21.600000,After 9:00am
4302,2021-03-20,Germany,Hot Pepperoni Feast,4000,5,0.05,13:59:31.200000,After 9:00am
4303,2020-10-13,England,Extravaganza,2000,3,0.05,09:53:16.800000,After 9:00am
4304,2020-07-29,France,Meatzaa,2000,2,0.05,14:19:40.800000,After 9:00am
4305,2022-04-22,Italy,Hot Pepperoni Feast,4000,3,0.05,15:23:02.400000,After 9:00am
4306,2022-05-14,Italy,Hot Veggie,4000,2,0.05,10:56:38.400000,After 9:00am
4307,2022-04-16,France,Hot Veggie,4000,1,0.03,13:35:02.400000,After 9:00am
4308,2022-05-28,France,Italiano,3000,4,0.05,12:57:36,After 9:00am
4309,2020-06-30,Italy,Pepperoni Suya,3000,2,0.1,14:24:00,After 9:00am
4310,2022-06-03,Italy,Beef Suya,3000,2,0.03,10:26:24,After 9:00am
4311,2021-04-27,France,Extravaganza,2000,1,0.05,11:36:57.600000,After 9:00am
4312,2022-02-24,Italy,Chicken Feast,2000,3,0.05,13:10:33.600000,After 9:00am
4313,2021-07-31,Italy,Chicken Legend,2000,4,0.03,16:07:40.800000,After 9:00am
4314,2021-04-21,France,Margarita,4000,5,0.07,17:45:36,After 9:00am
4315,2021-11-04,Italy,Hot Pepperoni Feast,4000,4,0.0,09:25:55.200000,After 9:00am
4316,2022-06-21,England,Chicken Bali,2000,3,0.05,16:35:02.400000,After 9:00am
4317,2020-06-21,France,Chicken Suya,4000,5,0.0,09:00:00,After 9:00am
4318,2021-01-09,Italy,Extravaganza,2000,3,0.0,15:37:26.400000,After 9:00am
4319,2021-01-20,Italy,Chicken Legend,2000,5,0.05,13:30:43.200000,After 9:00am
4320,2022-06-21,Spain,Chicken Feast,2000,1,0.0,10:14:52.800000,After 9:00am
4321,2021-05-04,Italy,Hot Veggie,4000,2,0.05,10:30:43.200000,After 9:00am
4322,2021-10-25,England,Beef Suya,3000,3,0.05,15:18:43.200000,After 9:00am
4323,2020-06-04,France,Hot Pepperoni Feast,4000,4,0.03,17:44:09.600000,After 9:00am
4324,2020-08-05,Spain,Italiano,3000,5,0.0,13:10:33.600000,After 9:00am
4325,2020-07-08,Spain,BBQ Philly Steak,4000,3,0.0,11:35:31.200000,After 9:00am
4326,2021-03-28,Italy,Chicken Suya,4000,2,0.07,09:54:43.200000,After 9:00am
4327,2021-11-30,England,Extravaganza,2000,3,0.0,08:35:31.200000,After 9:00am
4328,2020-01-23,Italy,BBQ Philly Steak,4000,4,0.03,15:30:14.400000,After 9:00am
4329,2021-05-21,Germany,Hot Pepperoni Feast,4000,1,0.05,10:45:07.200000,After 9:00am
4330,2020-12-17,England,Pepperoni Feast,4000,1,0.0,11:29:45.600000,After 9:00am
4331,2020-04-13,England,Chicken Feast,2000,3,0.0,08:48:28.800000,After 9:00am
4332,2021-11-30,Germany,Chicken Suya,4000,2,0.05,10:00:28.800000,After 9:00am
4333,2021-01-07,Spain,Chicken Legend,2000,3,0.1,08:18:14.400000,After 9:00am
4334,2020-02-06,Italy,Margarita,4000,2,0.03,16:52:19.200000,After 9:00am
4335,2020-02-11,Italy,Pepperoni Feast,4000,2,0.03,09:20:09.600000,After 9:00am
4336,2020-06-06,France,Chicken Feast,2000,5,0.03,14:42:43.200000,After 9:00am
4337,2021-03-12,Italy,Pepperoni Feast,4000,1,0.07,14:35:31.200000,After 9:00am
4338,2022-05-02,England,Hot Pepperoni Feast,4000,3,0.03,17:58:33.600000,After 9:00am
4339,2020-08-30,Italy,Chicken Legend,2000,4,0.05,16:29:16.800000,After 9:00am
4340,2021-10-13,Spain,Italiano,3000,3,0.03,12:23:02.400000,After 9:00am
4341,2020-10-09,France,Extravaganza,2000,1,0.05,17:13:55.200000,After 9:00am
4342,2021-08-21,Italy,Chicken Feast,2000,5,0.0,09:12:57.600000,After 9:00am
4343,2021-07-27,Germany,Meatzaa,2000,2,0.0,12:21:36,After 9:00am
4344,2021-10-12,Spain,Chicken Suya,4000,2,0.07,10:40:48,After 9:00am
4345,2021-11-06,France,Italiano,3000,5,0.03,14:41:16.800000,After 9:00am
4346,2020-06-22,France,Chicken Bali,2000,1,0.03,17:26:52.800000,After 9:00am
4347,2020-09-14,Spain,Veggie Supreme,3000,2,0.05,09:37:26.400000,After 9:00am
4348,2022-03-04,England,Chicken Bali,2000,4,0.03,15:41:45.600000,After 9:00am
4349,2021-01-12,Spain,Extravaganza,2000,2,0.0,11:16:48,After 9:00am
4350,2021-05-24,Spain,BBQ Chicken,4000,3,0.05,10:13:26.400000,After 9:00am
4351,2020-09-22,England,BBQ Philly Steak,4000,4,0.05,16:01:55.200000,After 9:00am
4352,2022-02-26,Spain,Beef Suya,3000,1,0.0,13:12:00,After 9:00am
4353,2021-07-31,Italy,Meatzaa,2000,3,0.05,14:24:00,After 9:00am
4354,2020-10-08,Spain,Veggie Supreme,3000,1,0.1,17:06:43.200000,After 9:00am
4355,2021-09-04,Spain,Italiano,3000,4,0.07,11:38:24,After 9:00am
4356,2021-12-17,Germany,Chicken Suya,4000,3,0.1,08:32:38.400000,After 9:00am
4357,2021-04-07,Italy,Pepperoni Suya,3000,3,0.1,10:53:45.600000,After 9:00am
4358,2020-06-08,Spain,Veggie Supreme,3000,2,0.05,15:59:02.400000,After 9:00am
4359,2020-05-16,France,Margarita,4000,1,0.03,13:58:04.800000,After 9:00am
4360,2020-11-09,Italy,Hot Pepperoni Feast,4000,2,0.03,10:27:50.400000,After 9:00am
4361,2022-02-28,Spain,Margarita,4000,2,0.0,09:59:02.400000,After 9:00am
4362,2020-12-10,France,Pepperoni Feast,4000,5,0.0,14:26:52.800000,After 9:00am
4363,2020-09-16,Spain,Pepperoni Suya,3000,3,0.03,14:38:24,After 9:00am
4364,2021-04-25,England,BBQ Chicken,4000,1,0.03,14:12:28.800000,After 9:00am
4365,2022-03-13,England,Beef Suya,3000,4,0.03,15:07:12,After 9:00am
4366,2020-10-11,France,BBQ Philly Steak,4000,2,0.1,13:40:48,After 9:00am
4367,2021-06-01,England,Italiano,3000,4,0.0,15:10:04.800000,After 9:00am
4368,2020-10-19,Spain,Meatzaa,2000,3,0.1,09:15:50.400000,After 9:00am
4369,2021-08-12,France,BBQ Philly Steak,4000,1,0.0,14:34:04.800000,After 9:00am
4370,2022-05-26,France,Hot Veggie,4000,4,0.03,10:13:26.400000,After 9:00am
4371,2020-02-03,France,Chicken Bali,2000,4,0.05,14:16:48,After 9:00am
4372,2021-09-08,Italy,Veggie Supreme,3000,1,0.0,10:35:02.400000,After 9:00am
4373,2021-10-03,France,Veggie Supreme,3000,4,0.07,17:25:26.400000,After 9:00am
4374,2021-01-08,Italy,Veggie Supreme,3000,1,0.05,14:16:48,After 9:00am
4375,2022-05-09,Italy,Pepperoni Feast,4000,4,0.03,12:30:14.400000,After 9:00am
4376,2022-04-28,France,Pepperoni Feast,4000,5,0.03,12:54:43.200000,After 9:00am
4377,2021-02-20,Italy,Chicken Bali,2000,3,0.0,15:12:57.600000,After 9:00am
4378,2020-03-07,Spain,BBQ Chicken,4000,1,0.05,08:38:24,After 9:00am
4379,2020-07-24,Italy,Margarita,4000,1,0.05,15:04:19.200000,After 9:00am
4380,2020-12-17,England,Veggie Supreme,3000,1,0.1,16:06:14.400000,After 9:00am
4381,2020-03-30,England,Veggie Supreme,3000,2,0.05,09:27:21.600000,After 9:00am
4382,2021-12-09,Spain,Hot Pepperoni Feast,4000,3,0.03,11:51:21.600000,After 9:00am
4383,2021-11-09,Germany,BBQ Philly Steak,4000,4,0.0,10:16:19.200000,After 9:00am
4384,2022-05-10,Germany,Beef Suya,3000,3,0.05,09:33:07.200000,After 9:00am
4385,2020-06-09,Spain,Chicken Suya,4000,2,0.05,08:55:40.800000,After 9:00am
4386,2022-03-28,France,Veggie Supreme,3000,3,0.1,14:26:52.800000,After 9:00am
4387,2022-06-18,Spain,Veggie Supreme,3000,1,0.1,15:21:36,After 9:00am
4388,2020-04-30,France,Chicken Legend,2000,3,0.0,16:49:26.400000,After 9:00am
4389,2022-05-24,France,Pepperoni Feast,4000,2,0.0,18:00:00,After 9:00am
4390,2020-06-07,Spain,BBQ Philly Steak,4000,2,0.0,15:23:02.400000,After 9:00am
4391,2021-05-30,Spain,Hot Pepperoni Feast,4000,3,0.03,12:41:45.600000,After 9:00am
4392,2021-10-04,France,Beef Suya,3000,1,0.1,11:15:21.600000,After 9:00am
4393,2020-08-10,England,Hot Pepperoni Feast,4000,5,0.0,12:31:40.800000,After 9:00am
4394,2021-04-10,France,BBQ Philly Steak,4000,1,0.05,16:07:40.800000,After 9:00am
4395,2022-02-08,Spain,Hot Veggie,4000,1,0.03,16:42:14.400000,After 9:00am
4396,2020-06-11,Spain,Margarita,4000,5,0.05,15:57:36,After 9:00am
4397,2020-04-30,Germany,Meatzaa,2000,3,0.05,15:21:36,After 9:00am
4398,2022-01-06,France,Beef Suya,3000,3,0.0,12:25:55.200000,After 9:00am
4399,2021-05-10,Italy,Chicken Feast,2000,4,0.0,16:42:14.400000,After 9:00am
4400,2020-06-18,Germany,Pepperoni Suya,3000,4,0.05,17:49:55.200000,After 9:00am
4401,2021-08-07,Italy,Pepperoni Suya,3000,5,0.0,08:21:07.200000,After 9:00am
4402,2021-01-16,France,Chicken Bali,2000,1,0.03,12:31:40.800000,After 9:00am
4403,2021-01-25,England,Meatzaa,2000,1,0.05,16:16:19.200000,After 9:00am
4404,2021-04-07,Spain,Italiano,3000,1,0.07,08:00:57.600000,After 9:00am
4405,2020-08-19,Spain,Chicken Legend,2000,5,0.03,11:36:57.600000,After 9:00am
4406,2021-12-15,Spain,Veggie Supreme,3000,4,0.03,08:09:36,After 9:00am
4407,2021-05-27,Italy,Meatzaa,2000,3,0.0,10:58:04.800000,After 9:00am
4408,2021-02-12,Germany,Meatzaa,2000,3,0.0,17:58:33.600000,After 9:00am
4409,2020-10-15,England,Hot Veggie,4000,2,0.05,12:18:43.200000,After 9:00am
4410,2020-06-03,Germany,Margarita,4000,3,0.1,16:43:40.800000,After 9:00am
4411,2022-04-15,France,Pepperoni Feast,4000,3,0.1,15:37:26.400000,After 9:00am
4412,2020-01-06,Italy,Hot Veggie,4000,5,0.07,09:31:40.800000,After 9:00am
4413,2020-04-13,Italy,Hot Veggie,4000,4,0.03,12:27:21.600000,After 9:00am
4414,2020-03-11,Germany,BBQ Philly Steak,4000,3,0.07,13:27:50.400000,After 9:00am
4415,2021-11-05,Spain,Italiano,3000,1,0.03,17:25:26.400000,After 9:00am
4416,2021-10-01,Germany,BBQ Chicken,4000,4,0.05,16:42:14.400000,After 9:00am
4417,2021-12-25,Italy,Veggie Supreme,3000,2,0.05,14:03:50.400000,After 9:00am
4418,2021-01-09,France,Extravaganza,2000,1,0.0,08:44:09.600000,After 9:00am
4419,2020-01-02,England,Meatzaa,2000,3,0.03,11:09:36,After 9:00am
4420,2021-05-30,France,Italiano,3000,1,0.03,17:15:21.600000,After 9:00am
4421,2021-08-18,Italy,Chicken Legend,2000,1,0.03,16:39:21.600000,After 9:00am
4422,2020-07-17,England,Margarita,4000,1,0.0,14:26:52.800000,After 9:00am
4423,2022-05-27,Italy,Pepperoni Feast,4000,1,0.07,15:21:36,After 9:00am
4424,2020-10-28,Italy,Hot Veggie,4000,3,0.0,11:41:16.800000,After 9:00am
4425,2021-02-03,Spain,Chicken Bali,2000,1,0.03,08:38:24,After 9:00am
4426,2020-05-14,England,Chicken Suya,4000,2,0.0,15:21:36,After 9:00am
4427,2020-11-26,Germany,Extravaganza,2000,5,0.03,13:33:36,After 9:00am
4428,2021-03-11,Spain,Hot Veggie,4000,5,0.07,13:43:40.800000,After 9:00am
4429,2022-01-02,France,Italiano,3000,3,0.03,08:15:21.600000,After 9:00am
4430,2021-06-28,England,Italiano,3000,1,0.0,17:45:36,After 9:00am
4431,2021-12-19,France,Italiano,3000,2,0.0,08:00:57.600000,After 9:00am
4432,2022-03-27,France,Beef Suya,3000,1,0.03,09:30:14.400000,After 9:00am
4433,2022-04-15,Germany,Extravaganza,2000,5,0.0,16:40:48,After 9:00am
4434,2021-10-11,Spain,Pepperoni Suya,3000,1,0.07,17:36:57.600000,After 9:00am
4435,2020-03-31,Italy,Chicken Suya,4000,5,0.1,10:03:21.600000,After 9:00am
4436,2021-02-23,Germany,BBQ Chicken,4000,4,0.05,14:13:55.200000,After 9:00am
4437,2021-10-10,Spain,BBQ Chicken,4000,1,0.05,17:06:43.200000,After 9:00am
4438,2020-08-12,Italy,Pepperoni Feast,4000,5,0.1,12:43:12,After 9:00am
4439,2020-11-05,France,Hot Veggie,4000,5,0.05,09:15:50.400000,After 9:00am
4440,2022-04-26,England,Chicken Bali,2000,1,0.0,08:22:33.600000,After 9:00am
4441,2021-05-15,Spain,Chicken Feast,2000,5,0.0,14:36:57.600000,After 9:00am
4442,2021-06-02,Spain,Extravaganza,2000,5,0.0,17:02:24,After 9:00am
4443,2020-08-14,Germany,Italiano,3000,4,0.05,15:01:26.400000,After 9:00am
4444,2021-09-08,France,Pepperoni Suya,3000,5,0.0,14:57:07.200000,After 9:00am
4445,2020-02-26,England,Hot Veggie,4000,1,0.1,08:31:12,After 9:00am
4446,2020-07-03,Italy,Extravaganza,2000,1,0.0,13:53:45.600000,After 9:00am
4447,2021-10-30,Spain,Chicken Legend,2000,4,0.0,17:54:14.400000,After 9:00am
4448,2020-10-21,Italy,Meatzaa,2000,2,0.05,17:15:21.600000,After 9:00am
4449,2021-01-14,Italy,Chicken Suya,4000,3,0.03,08:35:31.200000,After 9:00am
4450,2022-06-04,Italy,Chicken Legend,2000,2,0.05,17:44:09.600000,After 9:00am
4451,2022-04-16,Spain,Beef Suya,3000,5,0.03,11:09:36,After 9:00am
4452,2021-10-09,Italy,Chicken Feast,2000,1,0.07,15:10:04.800000,After 9:00am
4453,2021-07-08,France,Chicken Suya,4000,2,0.0,16:04:48,After 9:00am
4454,2022-02-11,Germany,Veggie Supreme,3000,3,0.03,10:45:07.200000,After 9:00am
4455,2020-12-30,Italy,Chicken Feast,2000,3,0.07,16:19:12,After 9:00am
4456,2021-06-02,Italy,Chicken Feast,2000,1,0.0,11:39:50.400000,After 9:00am
4457,2022-05-02,Spain,Chicken Legend,2000,3,0.03,08:31:12,After 9:00am
4458,2020-04-19,England,Veggie Supreme,3000,2,0.03,15:20:09.600000,After 9:00am
4459,2021-01-15,Spain,Pepperoni Suya,3000,4,0.03,11:00:57.600000,After 9:00am
4460,2021-12-09,France,Extravaganza,2000,1,0.0,16:12:00,After 9:00am
4461,2021-07-30,England,Extravaganza,2000,2,0.05,11:32:38.400000,After 9:00am
4462,2020-05-13,Italy,Chicken Feast,2000,1,0.0,14:45:36,After 9:00am
4463,2020-08-07,Germany,Chicken Feast,2000,2,0.05,14:25:26.400000,After 9:00am
4464,2022-06-23,France,Chicken Suya,4000,2,0.03,12:36:00,After 9:00am
4465,2020-09-10,Spain,Chicken Bali,2000,3,0.1,09:46:04.800000,After 9:00am
4466,2021-01-07,France,BBQ Philly Steak,4000,5,0.0,15:14:24,After 9:00am
4467,2020-09-29,Germany,Italiano,3000,5,0.03,17:48:28.800000,After 9:00am
4468,2020-08-18,Germany,Hot Veggie,4000,3,0.0,09:07:12,After 9:00am
4469,2022-01-25,Germany,Chicken Feast,2000,3,0.03,11:55:40.800000,After 9:00am
4470,2021-11-15,England,Meatzaa,2000,1,0.05,14:13:55.200000,After 9:00am
4471,2021-12-25,Italy,Extravaganza,2000,5,0.0,15:27:21.600000,After 9:00am
4472,2020-06-19,Germany,Hot Pepperoni Feast,4000,5,0.05,11:57:07.200000,After 9:00am
4473,2020-03-24,England,Pepperoni Suya,3000,5,0.0,13:00:28.800000,After 9:00am
4474,2021-07-04,France,Chicken Bali,2000,4,0.07,17:26:52.800000,After 9:00am
4475,2020-07-22,Germany,Extravaganza,2000,2,0.05,17:51:21.600000,After 9:00am
4476,2020-05-14,France,Chicken Feast,2000,4,0.03,13:03:21.600000,After 9:00am
4477,2022-02-26,France,Italiano,3000,4,0.0,16:20:38.400000,After 9:00am
4478,2022-04-27,Italy,Veggie Supreme,3000,3,0.07,16:24:57.600000,After 9:00am
4479,2020-08-08,England,Beef Suya,3000,5,0.05,13:49:26.400000,After 9:00am
4480,2022-01-21,Germany,Beef Suya,3000,3,0.1,15:24:28.800000,After 9:00am
4481,2021-07-31,Germany,Hot Veggie,4000,1,0.0,10:58:04.800000,After 9:00am
4482,2020-06-08,England,Chicken Bali,2000,2,0.03,09:15:50.400000,After 9:00am
4483,2020-08-06,France,Extravaganza,2000,5,0.0,16:06:14.400000,After 9:00am
4484,2020-06-21,England,Chicken Bali,2000,4,0.05,13:56:38.400000,After 9:00am
4485,2021-11-22,France,Extravaganza,2000,4,0.0,15:51:50.400000,After 9:00am
4486,2021-12-03,Italy,Hot Veggie,4000,3,0.03,15:15:50.400000,After 9:00am
4487,2021-10-23,France,Extravaganza,2000,3,0.0,13:36:28.800000,After 9:00am
4488,2020-07-29,Italy,BBQ Philly Steak,4000,4,0.05,13:45:07.200000,After 9:00am
4489,2022-05-25,England,Italiano,3000,1,0.0,13:16:19.200000,After 9:00am
4490,2020-11-01,England,Italiano,3000,5,0.05,11:24:00,After 9:00am
4491,2021-12-31,England,Beef Suya,3000,4,0.03,15:56:09.600000,After 9:00am
4492,2020-01-29,Germany,Beef Suya,3000,3,0.05,09:18:43.200000,After 9:00am
4493,2021-06-05,England,Chicken Suya,4000,3,0.03,14:22:33.600000,After 9:00am
4494,2020-06-25,England,Margarita,4000,1,0.0,10:14:52.800000,After 9:00am
4495,2021-01-23,Italy,Chicken Feast,2000,5,0.1,17:48:28.800000,After 9:00am
4496,2020-07-04,France,Chicken Suya,4000,4,0.03,16:30:43.200000,After 9:00am
4497,2020-12-26,Italy,Meatzaa,2000,5,0.0,14:41:16.800000,After 9:00am
4498,2021-08-24,Spain,Chicken Bali,2000,1,0.0,16:45:07.200000,After 9:00am
4499,2022-01-08,Germany,Chicken Suya,4000,4,0.05,08:42:43.200000,After 9:00am
4500,2021-07-23,Italy,Veggie Supreme,3000,1,0.05,10:26:24,After 9:00am
4501,2021-03-20,Spain,Margarita,4000,5,0.05,08:47:02.400000,After 9:00am
4502,2020-02-02,Germany,Beef Suya,3000,2,0.0,14:19:40.800000,After 9:00am
4503,2021-07-16,England,Hot Veggie,4000,1,0.1,09:44:38.400000,After 9:00am
4504,2021-09-10,Italy,Hot Pepperoni Feast,4000,3,0.05,17:58:33.600000,After 9:00am
4505,2020-02-05,Germany,Beef Suya,3000,3,0.03,12:56:09.600000,After 9:00am
4506,2020-07-14,Germany,BBQ Chicken,4000,2,0.03,11:00:57.600000,After 9:00am
4507,2020-08-08,England,Margarita,4000,1,0.07,15:53:16.800000,After 9:00am
4508,2020-08-26,Germany,Veggie Supreme,3000,5,0.03,17:36:57.600000,After 9:00am
4509,2021-10-04,Spain,Extravaganza,2000,5,0.0,14:02:24,After 9:00am
4510,2021-02-27,Spain,Pepperoni Suya,3000,3,0.0,08:58:33.600000,After 9:00am
4511,2020-08-09,England,Hot Pepperoni Feast,4000,4,0.03,12:14:24,After 9:00am
4512,2021-12-20,Spain,Italiano,3000,3,0.07,14:26:52.800000,After 9:00am
4513,2021-11-10,England,Chicken Bali,2000,2,0.05,15:41:45.600000,After 9:00am
4514,2020-12-26,England,Chicken Suya,4000,1,0.05,11:31:12,After 9:00am
4515,2020-06-20,France,Hot Veggie,4000,3,0.03,17:19:40.800000,After 9:00am
4516,2021-03-03,Spain,BBQ Philly Steak,4000,2,0.07,16:42:14.400000,After 9:00am
4517,2020-01-19,England,Extravaganza,2000,1,0.0,11:26:52.800000,After 9:00am
4518,2021-08-17,Spain,BBQ Philly Steak,4000,3,0.05,10:50:52.800000,After 9:00am
4519,2021-05-15,France,Hot Veggie,4000,1,0.05,17:00:57.600000,After 9:00am
4520,2021-02-20,Spain,Veggie Supreme,3000,1,0.05,13:46:33.600000,After 9:00am
4521,2022-03-18,England,Chicken Bali,2000,4,0.05,16:48:00,After 9:00am
4522,2021-12-23,England,Pepperoni Suya,3000,2,0.05,15:07:12,After 9:00am
4523,2021-08-28,England,Beef Suya,3000,4,0.03,08:31:12,After 9:00am
4524,2022-02-04,Spain,Veggie Supreme,3000,5,0.0,17:58:33.600000,After 9:00am
4525,2020-03-18,Germany,Chicken Bali,2000,1,0.0,13:14:52.800000,After 9:00am
4526,2022-03-03,Italy,Italiano,3000,5,0.07,12:01:26.400000,After 9:00am
4527,2021-06-20,Spain,Chicken Feast,2000,3,0.0,12:50:24,After 9:00am
4528,2021-04-14,Italy,Hot Veggie,4000,4,0.03,15:08:38.400000,After 9:00am
4529,2022-03-02,Germany,BBQ Philly Steak,4000,4,0.0,09:43:12,After 9:00am
4530,2021-11-14,Italy,Italiano,3000,2,0.05,12:34:33.600000,After 9:00am
4531,2021-10-18,France,Chicken Bali,2000,5,0.1,11:06:43.200000,After 9:00am
4532,2021-11-27,France,Chicken Legend,2000,1,0.05,13:16:19.200000,After 9:00am
4533,2020-10-19,Italy,Meatzaa,2000,3,0.05,08:00:57.600000,After 9:00am
4534,2020-04-05,Spain,Meatzaa,2000,1,0.03,09:11:31.200000,After 9:00am
4535,2020-03-22,France,Beef Suya,3000,5,0.05,15:17:16.800000,After 9:00am
